stkcd,date,lh_rtnDiff,lh_volDiff,lh_stdDiff
000009.XSHE,2023-07-26,-1.0087031451960362,0.7771408183830018,0.4543707861243409
000009.XSHE,2023-07-27,-0.5021579628830027,0.8441926720996489,0.4959584818597791
000009.XSHE,2023-07-28,0.12218175840571835,0.8095642154717352,0.1640340734397384
000009.XSHE,2023-07-31,-0.40729157667387184,0.62712800474961,0.23818220858121247
000009.XSHE,2023-08-01,-0.5713270335170432,0.5766153224704618,0.4190518530961659
000009.XSHE,2023-08-02,0.2477751070447118,0.5208669437532472,0.2347343119370845
000009.XSHE,2023-08-04,0.0,0.2998706239017514,0.19733668062795548
000009.XSHE,2023-08-07,-0.0,0.38259598296889424,0.14402726234774543
000009.XSHE,2023-08-08,-0.49175700090333646,0.67807807288129,0.2215608465608471
000009.XSHE,2023-08-09,2.0053466405273928,0.7591283270018313,0.3305516440429984
000009.XSHE,2023-08-10,0.17952868489195403,0.6615288236906331,0.23559246573952292
000009.XSHE,2023-08-11,0.7915750586669636,1.5658993394056129,0.6489489219702215
000009.XSHE,2023-08-14,-0.0,0.5628840191657272,0.20643956439564667
000009.XSHE,2023-08-15,0.09124593201027105,0.36624129930394433,0.2579256127818041
000009.XSHE,2023-08-16,-0.7534934697232446,0.7567573171153115,0.310079617170066
000009.XSHE,2023-08-17,0.6159945404913603,0.6983516824634742,0.3109551361751457
000009.XSHE,2023-08-18,-3.0307252260561808,1.3234991284608213,0.7114378464921349
000009.XSHE,2023-08-21,-0.5448328915266505,0.8552459977767858,0.39401160102456456
000009.XSHE,2023-08-22,0.36140079727674096,0.6539383697669549,0.198199053842481
000009.XSHE,2023-08-23,0.27236085967954543,1.1947998862586195,0.40109626052533226
000009.XSHE,2023-08-24,-0.0,0.5873180036540118,0.19860432744342377
000009.XSHE,2023-08-25,-1.0227212079794656,2.261011949944696,0.7394770649379071
000009.XSHE,2023-08-28,0.06441826041188299,0.24059712540867312,0.1944626236183794
000009.XSHE,2023-08-29,0.08797460773745255,0.44487291475808,0.2784479329803376
000009.XSHE,2023-08-30,-0.45794644179698396,0.5266482134257329,0.30305165343338614
000009.XSHE,2023-08-31,-0.20897259314091046,0.5152333542230788,0.25657778664634734
000009.XSHE,2023-09-01,-1.0066373749648005,0.7986287742957725,0.2990012004846366
000009.XSHE,2023-09-04,0.0509306693989114,0.32212341697712243,0.15006898230806828
000009.XSHE,2023-09-05,-0.16515276630884992,0.5887709267012244,0.36303851332753606
000009.XSHE,2023-09-06,0.419447914080519,0.6499423523579835,0.30311248752892117
000009.XSHE,2023-09-07,0.8129636312602602,0.8678119004073023,0.5106298973455653
000009.XSHE,2023-09-08,0.1532547382349767,0.6822086033349348,0.17228527166415422
000009.XSHE,2023-09-11,-0.640275989348842,0.5014796681205116,0.2682237252677539
000009.XSHE,2023-09-12,0.0,0.3546463645109463,0.18001158265030523
000009.XSHE,2023-09-13,0.11190048636452507,0.7636586833083089,0.31092959569988615
000009.XSHE,2023-09-14,-0.0,0.527176981284247,0.3813288612042824
000009.XSHE,2023-09-15,-0.0767009466233029,0.612655486851286,0.33270940422688106
000009.XSHE,2023-09-18,0.9904590969203202,0.6012692563590767,0.17376475384569387
000009.XSHE,2023-09-19,-0.14234041263363434,0.6051502855756721,0.4002443285935431
000009.XSHE,2023-09-20,0.5299606255545827,1.2335308277522192,0.4417469490858175
000009.XSHE,2023-09-21,0.4238090215903999,0.4598280170802259,0.4953158935459789
000009.XSHE,2023-09-22,0.9864083285135917,0.8412699190257619,0.24456404839179566
000009.XSHE,2023-09-25,-0.14125394908642197,0.5161344271530174,0.24763037987991715
000009.XSHE,2023-09-26,0.1413907700367188,0.6084340602124328,0.4412635020926304
000009.XSHE,2023-09-27,-0.1400666822688261,0.6007233454010028,0.20572293958234125
000009.XSHE,2023-09-28,0.4482982743852311,2.1298407022510273,0.5469238947499815
000009.XSHE,2023-10-09,-0.20194342890130643,0.46245108301208293,0.1944175868304352
000009.XSHE,2023-10-10,-0.05113958097394986,0.22409316788199676,0.08092417209064924
000009.XSHE,2023-10-11,-0.9990562476406193,0.7405317464970393,0.5489320041981444
000009.XSHE,2023-10-16,-0.0,0.5056418074320989,0.279804940821891
000009.XSHE,2023-10-17,0.0,0.541418419810418,0.29674338168345454
000009.XSHE,2023-10-18,-0.0,0.601343305148506,0.23193360647376826
000009.XSHE,2023-10-19,0.10150719806241552,0.4847603203314748,0.173694755031593
000009.XSHE,2023-10-20,0.0,0.5972666790801051,0.2916054901297586
000009.XSHE,2023-10-23,-0.05361858651911159,0.4460351079795614,0.3808687288566524
000009.XSHE,2023-10-24,0.12275685269178767,0.3744416932372833,0.2029038887467383
000009.XSHE,2023-10-25,-0.1971741990283781,0.3323395242436098,0.1978249389591618
000009.XSHE,2023-10-26,-0.07113281217057996,0.5713442904134662,0.4333832445207798
000009.XSHE,2023-10-27,0.0,0.778036523009496,0.16032981891587042
000009.XSHE,2023-10-30,-0.21575563206463352,0.5162634932700233,0.2583389804984492
000009.XSHE,2023-10-31,-0.0,0.3359519651153499,0.12993053832795748
000009.XSHE,2023-11-01,0.3275549521694483,0.7814260083859328,0.39566043727397066
000009.XSHE,2023-11-02,0.738138200389185,0.8546958329567025,0.6651355212297805
000009.XSHE,2023-11-03,-0.24758025874460074,0.5955555932807632,0.33010701165947415
000009.XSHE,2023-11-06,0.0,0.3357829215801733,0.10580925646648788
000009.XSHE,2023-11-07,-0.20553017679487862,0.5464729223308105,0.197814026812809
000009.XSHE,2023-11-08,2.0053657664104447,0.3489701864271377,0.26386391663293896
000009.XSHE,2023-11-09,0.24612153156936084,0.8028044422365026,0.5544496040847741
000009.XSHE,2023-11-13,0.1083165044978984,0.2423525477573883,0.2292279513792482
000009.XSHE,2023-11-14,-0.496922535830511,1.0318757366241658,0.625754304379122
000009.XSHE,2023-11-15,0.10343539701617567,0.3829885510312902,0.15023696448738483
000009.XSHE,2023-11-16,-1.1918603670609693,0.8072358012730104,0.5400733811948156
